Route Name,Ascent Label,Ascent ID,Ascent Link,Ascent Type,Route Grade,Ascent Grade,Route Gear Style,Ascent Gear Style,Route Height,Ascent Height,# Ascents,Route Stars,Route ID,Route Link,Country,Country Link,Crag Name,Crag Link,Crag Path,With,Comment,Quality,Ascent Date,Log Date,Shot
I Maremmani di Silvano,I maremmani di Silvano L1,9916905471,http://www.thecrag.com/ascent/9916905471,Red point,6a+,5b,Sport,Sport,40m,,3,**,2049483120,http://www.thecrag.com/route/2049483120,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Rocca di Perti - Falesia dei tre porcellini,,1:[5b],Very Good,2021-01-12T00:00:00Z,2024-07-06T22:52:12Z,
I Maremmani di Silvano,I maremmani di Silvano L2,9914902251,http://www.thecrag.com/ascent/9914902251,Red point,6a+,6a+,Sport,Sport,40m,,3,**,2049483120,http://www.thecrag.com/route/2049483120,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Rocca di Perti - Falesia dei tre porcellini,,2:[6a+],Classic,2021-01-12T00:00:00Z,2024-07-06T14:47:34Z,
I Maremmani di Silvano,,9870847920,http://www.thecrag.com/ascent/9870847920,Red point,6a+,6a+,Sport,Sport,40m,,3,**,2049483120,http://www.thecrag.com/route/2049483120,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Rocca di Perti - Falesia dei tre porcellini,,"1:[5b]
2:[6a+]",Very Good,2021-01-12T00:00:00Z,2024-06-28T11:11:15Z,
Il parassita di coronata,Il parassita di coronata,9880012605,http://www.thecrag.com/ascent/9880012605,Flash,6a+,,Sport,Sport,30m,,2,***,16133767,http://www.thecrag.com/route/16133767,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Valle Sciusa - Casa dell Vacchè - Futura,,,Classic,2020-12-13T00:00:00Z,2024-06-29T20:18:14Z,
Pierino la peste,Pierino la peste,9876982161,http://www.thecrag.com/ascent/9876982161,Onsight,5c,,Sport,Sport,19m,,2,**,16133623,http://www.thecrag.com/route/16133623,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Valle Sciusa - Casa dell Vacchè - Lilly,,,Classic,2020-12-13T00:00:00Z,2024-06-29T16:05:14Z,
Citofonare Lilly,Citofonare Lilly,9873470265,http://www.thecrag.com/ascent/9873470265,Flash,6a+,,Sport,Sport,15m,,2,**,16133575,http://www.thecrag.com/route/16133575,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Valle Sciusa - Casa dell Vacchè - Lilly,,,Classic,2020-12-13T00:00:00Z,2024-06-28T22:20:01Z,
Pierino la peste,Pierino la peste,9870865758,http://www.thecrag.com/ascent/9870865758,Red point,5c,,Sport,Sport,19m,,2,**,16133623,http://www.thecrag.com/route/16133623,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Valle Sciusa - Casa dell Vacchè - Lilly,,,,2020-12-13T00:00:00Z,2024-06-28T11:17:51Z,
No chipping everywhere L1 + L2,No chipping everywhere L1 + L2,9879735345,http://www.thecrag.com/ascent/9879735345,Red point,6b+,,Sport,Sport,35m,,4,***,4797166689,http://www.thecrag.com/route/4797166689,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Valle di Rian Cornei - Striature Obese,,,Classic,2020-11-29T00:00:00Z,2024-06-29T19:38:30Z,
Al borgo c'è u guru L1 + L2,Al borgo c'è u guru L1 + L2,9876982845,http://www.thecrag.com/ascent/9876982845,Red point,6c,,Sport,Sport,36m,,2,***,4798420623,http://www.thecrag.com/route/4798420623,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Valle di Rian Cornei - Striature Obese,,,Classic,2020-11-29T00:00:00Z,2024-06-29T16:05:27Z,
Al borgo c'è u guru L1 + L2,,9870869604,http://www.thecrag.com/ascent/9870869604,Red point,6c,,Sport,Sport,36m,,2,***,4798420623,http://www.thecrag.com/route/4798420623,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Valle di Rian Cornei - Striature Obese,,,,2020-11-29T00:00:00Z,2024-06-28T11:20:05Z,
No chipping everywhere L1 + L2,,9870868938,http://www.thecrag.com/ascent/9870868938,Red point,6b+,,Sport,Sport,35m,,4,***,4797166689,http://www.thecrag.com/route/4797166689,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Valle di Rian Cornei - Striature Obese,,,Very Good,2020-11-29T00:00:00Z,2024-06-28T11:19:43Z,
Via del petrolio,Via del petrolio L1,9914700126,http://www.thecrag.com/ascent/9914700126,Red point,5c,5c,Sport,Sport,50m,,2,**,16098487,http://www.thecrag.com/route/16098487,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Rocca Carpanea - Parete Dimenticata,,1:[5c],Classic,2020-10-12T00:00:00Z,2024-07-06T13:42:47Z,
Fa che duri,Fa che duri,9881721681,http://www.thecrag.com/ascent/9881721681,Red point,6a+,,Sport,Sport,22m,,2,*,16098889,http://www.thecrag.com/route/16098889,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Rocca Carpanea - Parete Dimenticata,,,Classic,2020-10-12T00:00:00Z,2024-06-30T04:32:21Z,
Friends,Friends,9879257070,http://www.thecrag.com/ascent/9879257070,Red point,6a,,Sport,Sport,15m,,2,**,16098583,http://www.thecrag.com/route/16098583,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Rocca Carpanea - Parete Dimenticata,,,Classic,2020-10-12T00:00:00Z,2024-06-29T19:10:33Z,
Fa che duri,Fa che duri,9871482717,http://www.thecrag.com/ascent/9871482717,Red point,6a+,,Sport,Sport,22m,,2,*,16098889,http://www.thecrag.com/route/16098889,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Rocca Carpanea - Parete Dimenticata,,,,2020-10-12T00:00:00Z,2024-06-28T12:51:59Z,
Via del petrolio,,9870886065,http://www.thecrag.com/ascent/9870886065,Red point,5c,5c,Sport,Sport,50m,,2,**,16098487,http://www.thecrag.com/route/16098487,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Rocca Carpanea - Parete Dimenticata,,1:[5c],,2020-10-12T00:00:00Z,2024-06-28T11:33:05Z,
U furestu,U furestu,9877159107,http://www.thecrag.com/ascent/9877159107,Red point,6b,,Sport,Sport,18m,,1,**,16098631,http://www.thecrag.com/route/16098631,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Rocca Carpanea - Parete Dimenticata,,,Classic,2020-10-11T00:00:00Z,2024-06-29T16:25:43Z,
Duchessa,Duchessa,9877127337,http://www.thecrag.com/ascent/9877127337,Red point,6a,,Sport,Sport,20m,,1,*,16098199,http://www.thecrag.com/route/16098199,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Rocca Carpanea - Parete Dimenticata,,,Very Good,2020-10-11T00:00:00Z,2024-06-29T16:16:46Z,
Medici In Prima Linea,Medici In Prima Linea,9914682246,http://www.thecrag.com/ascent/9914682246,Red point,6a,,Sport,Sport,30m,,1,***,995911431,http://www.thecrag.com/route/995911431,Italy,http://www.thecrag.com/area/11747371,Val Varatella,http://www.thecrag.com/area/448330335,Val Varatella - Toirano - La Cava - Placca Dell'Artista,,,Mega Classic,2020-07-06T00:00:00Z,2024-07-06T13:38:44Z,
La Lunga,La lunga L1,9877536123,http://www.thecrag.com/ascent/9877536123,Red point,6a+,,Sport,Sport,40m,,1,**,995927328,http://www.thecrag.com/route/995927328,Italy,http://www.thecrag.com/area/11747371,Val Varatella,http://www.thecrag.com/area/448330335,Val Varatella - Toirano - La Cava - Placca Dell'Artista,,,Mega Classic,2020-07-06T00:00:00Z,2024-06-29T18:00:15Z,
Lorebi',,9871783791,http://www.thecrag.com/ascent/9871783791,Red point,6c,6b,Sport,Sport,70m,,1,**,2915966334,http://www.thecrag.com/route/2915966334,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Valle Aquila - Superpanza,,"1:[6a]
2:[6b]",Classic,2020-06-16T00:00:00Z,2024-06-28T15:05:55Z,
Vecchia Volpe,Vecchia Volpe,9881725416,http://www.thecrag.com/ascent/9881725416,Red point,6a,,Sport,Sport,,,1,**,16146619,http://www.thecrag.com/route/16146619,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Monte Cucco - Settore centrale,,,Very Good,2020-06-12T00:00:00Z,2024-06-30T04:34:48Z,
Occitania.,Occitania Ex L1 (vecchia),9870612693,http://www.thecrag.com/ascent/9870612693,Red point,6a,,Sport,Sport,35m,,2,***,395924163,http://www.thecrag.com/route/395924163,Italy,http://www.thecrag.com/area/11747371,Placche di Borniga,http://www.thecrag.com/area/395922165,Placche di Borniga,,,,2020-05-02T00:00:00Z,2024-06-28T09:49:57Z,
Precipizio L2 dx,Precipizio Ex L2 (vecchia),9870611670,http://www.thecrag.com/ascent/9870611670,Flash,5c,,Sport,Sport,20m,,2,***,395924070,http://www.thecrag.com/route/395924070,Italy,http://www.thecrag.com/area/11747371,Placche di Borniga,http://www.thecrag.com/area/395922165,Placche di Borniga,,,,2020-05-02T00:00:00Z,2024-06-28T09:49:27Z,
Precipizio L1,Precipizio Ex L1 (vecchia),9870609510,http://www.thecrag.com/ascent/9870609510,Flash,6a+,,Sport,Sport,35m,,2,***,395923884,http://www.thecrag.com/route/395923884,Italy,http://www.thecrag.com/area/11747371,Placche di Borniga,http://www.thecrag.com/area/395922165,Placche di Borniga,,,,2020-05-02T00:00:00Z,2024-06-28T09:48:44Z,
Menhir,Menhir,9870644271,http://www.thecrag.com/ascent/9870644271,Red point,6a,,Sport,Sport,20m,,2,**,16110439,http://www.thecrag.com/route/16110439,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Rocca di Perti - Settore Ombre Blu - Ombre Blu Destra,,,,2020-03-20T00:00:00Z,2024-06-28T09:53:10Z,
Max,Max,9870714369,http://www.thecrag.com/ascent/9870714369,Red point,6a+,,Sport,Sport,35m,,2,***,3915662181,http://www.thecrag.com/route/3915662181,Italy,http://www.thecrag.com/area/11747371,Val Varatella,http://www.thecrag.com/area/448330335,Val Varatella - Toirano - Paretone di Toirano,,,,2020-03-06T00:00:00Z,2024-06-28T10:16:01Z,
Eldorado,Eldorado,9870688245,http://www.thecrag.com/ascent/9870688245,Red point,6a,,Sport,Sport,30m,,2,**,448380096,http://www.thecrag.com/route/448380096,Italy,http://www.thecrag.com/area/11747371,Val Varatella,http://www.thecrag.com/area/448330335,Val Varatella - Toirano - Paretone di Toirano,,,,2020-03-06T00:00:00Z,2024-06-28T10:03:12Z,
Final graffiti L1,Final graffiti L1,9870716892,http://www.thecrag.com/ascent/9870716892,Red point,6a,,Sport,Sport,15m,,1,,4798401168,http://www.thecrag.com/route/4798401168,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Valle di Rian Cornei - Striature Obese,,,,2020-03-01T00:00:00Z,2024-06-28T10:16:38Z,
Laterna Oscura,Lanterna oscura,9870715911,http://www.thecrag.com/ascent/9870715911,Red point,6a,,Sport,Sport,22m,,2,**,3945435294,http://www.thecrag.com/route/3945435294,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Valle di Rian Cornei - Falesia del silenzio - Silenzio Basso,,,,2020-03-01T00:00:00Z,2024-06-28T10:16:22Z,
Albatros,Albatros,9870745491,http://www.thecrag.com/ascent/9870745491,Red point,6a,,Sport,Sport,14m,,2,**,2010177696,http://www.thecrag.com/route/2010177696,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Valle Aquila - Falesia della coccinella,,,,2020-02-27T00:00:00Z,2024-06-28T10:29:10Z,
Squib's,Squib's,9870843792,http://www.thecrag.com/ascent/9870843792,Red point,6a,,Sport,Sport,10m,,4,***,2961659616,http://www.thecrag.com/route/2961659616,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Valle di Rian Cornei - Cordon Bleu,,,,2020-02-01T00:00:00Z,2024-06-28T11:08:48Z,
Mono-Tono,Mono-Tono,9870843255,http://www.thecrag.com/ascent/9870843255,Red point,6a,,Sport,Sport,9m,,2,***,2961660144,http://www.thecrag.com/route/2961660144,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Valle di Rian Cornei - Cordon Bleu,,,,2020-02-01T00:00:00Z,2024-06-28T11:08:39Z,
Il salame delle falesie,Il salame delle falesie,9870846321,http://www.thecrag.com/ascent/9870846321,Red point,6a+,,Sport,Sport,20m,,2,**,2961660381,http://www.thecrag.com/route/2961660381,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Valle di Rian Cornei - Cordon Bleu,,,,2020-01-31T00:00:00Z,2024-06-28T11:10:26Z,
Diedro Mirko,Diedro Mirko Sport,9879703563,http://www.thecrag.com/ascent/9879703563,Onsight,6a+,,Sport,Sport,60m,,1,***,2494081482,http://www.thecrag.com/route/2494081482,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Valle Aquila - Bric del Frate - Settore centrale,,,Classic,2019-10-06T00:00:00Z,2024-06-29T19:36:38Z,
Diamoci una soffiata,Diamoci una soffiata,9870597234,http://www.thecrag.com/ascent/9870597234,Red point,5c,,Sport,Sport,,,3,**,3909899133,http://www.thecrag.com/route/3909899133,Italy,http://www.thecrag.com/area/11747371,Val Pennavaire,http://www.thecrag.com/area/448284480,Val Pennavaire - Falesia CPR - Settore Centrale,,,,2019-09-20T00:00:00Z,2024-06-28T09:43:56Z,
25 anni dope,,9870592242,http://www.thecrag.com/ascent/9870592242,Red point,5c,,Sport,Sport,10m,,2,*,3909893556,http://www.thecrag.com/route/3909893556,Italy,http://www.thecrag.com/area/11747371,Val Pennavaire,http://www.thecrag.com/area/448284480,Val Pennavaire - Falesia CPR - Settore Centrale,,,,2019-09-20T00:00:00Z,2024-06-28T09:42:47Z,
Questa la fa anche...,Questa la fa anche...,9917018097,http://www.thecrag.com/ascent/9917018097,Red point,5c,,Sport,Sport,13m,,1,**,1496515659,http://www.thecrag.com/route/1496515659,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Valle di Rian Cornei - Falesia del guru,,,Classic,2019-09-07T00:00:00Z,2024-07-06T23:09:51Z,
La Donna e l'arte del vino,La Donna e l'arte del vino,9916935519,http://www.thecrag.com/ascent/9916935519,Red point,5c,,Sport,Sport,13m,,1,*,16081825,http://www.thecrag.com/route/16081825,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Valle di Rian Cornei - Falesia del guru,,,Classic,2019-09-07T00:00:00Z,2024-07-06T22:59:30Z,
Dai Dalai,Dai Dalai,9914703291,http://www.thecrag.com/ascent/9914703291,Red point,5b,,Sport,Sport,15m,,1,**,1496521962,http://www.thecrag.com/route/1496521962,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Valle di Rian Cornei - Falesia del guru,,,Classic,2019-09-07T00:00:00Z,2024-07-06T13:43:29Z,
Free Tibet 2008,Free Tibet 08,9879530415,http://www.thecrag.com/ascent/9879530415,Red point,5c,,Sport,Sport,13m,,1,*,1496520489,http://www.thecrag.com/route/1496520489,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Valle di Rian Cornei - Falesia del guru,,,Classic,2019-09-07T00:00:00Z,2024-06-29T19:19:17Z,
Bigo Machine,Bigo Machine,9876815160,http://www.thecrag.com/ascent/9876815160,Red point,6a,,Sport,Sport,8m,,1,***,5393311293,http://www.thecrag.com/route/5393311293,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Valle di Rian Cornei - Falesia del guru,,,Classic,2019-09-07T00:00:00Z,2024-06-29T15:29:37Z,
Le donne di rabbia,Le donne di rabbia,9872408628,http://www.thecrag.com/ascent/9872408628,Red point,6a,,Sport,Sport,8m,,1,**,5393315445,http://www.thecrag.com/route/5393315445,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Valle di Rian Cornei - Falesia del guru,,,Classic,2019-09-07T00:00:00Z,2024-06-28T17:09:58Z,
Ghiro Ghisato,Ghiro Ghisato,9880029141,http://www.thecrag.com/ascent/9880029141,Red point,6a,,Sport,Sport,15m,,1,**,4804110327,http://www.thecrag.com/route/4804110327,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Valle Aquila - Bric del Frate - Settore destro nord,,,Very Good,2019-08-15T00:00:00Z,2024-06-29T20:20:54Z,
Senza Donne,Senza Donne,9871774566,http://www.thecrag.com/ascent/9871774566,Red point,6a,,Sport,Sport,35m,,1,***,4804129689,http://www.thecrag.com/route/4804129689,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Valle Aquila - Bric del Frate - Settore destro nord,,,Classic,2019-08-15T00:00:00Z,2024-06-28T15:03:40Z,
Maestri di sogni impossibili,Maestri di sogni impossibili L1,9914562963,http://www.thecrag.com/ascent/9914562963,Flash,7a,6c,Sport,Sport,50m,,1,***,16116559,http://www.thecrag.com/route/16116559,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Valle Aquila - Bric del Frate - Settore centrale,,1:[6c],Mega Classic,2019-07-13T00:00:00Z,2024-07-06T12:57:24Z,
Olla,Olla,9879610332,http://www.thecrag.com/ascent/9879610332,Red point,6a+,,Sport,Sport,17m,,1,*,16088665,http://www.thecrag.com/route/16088665,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Valle di Rian Cornei - La Goletta,,,Very Good,2019-05-13T00:00:00Z,2024-06-29T19:33:39Z,
"Bellissimo amore, dolce nettare del mio cuore","Bellissimo amore, dolce nettare del mio cuore",9876864354,http://www.thecrag.com/ascent/9876864354,Red point,6c,,Sport,Sport,25m,,1,**,8246590131,http://www.thecrag.com/route/8246590131,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Valle di Rian Cornei - La Goletta,,,Classic,2019-05-13T00:00:00Z,2024-06-29T15:45:44Z,
Avanzo,Avanzo,9872464230,http://www.thecrag.com/ascent/9872464230,Red point,6b,,Sport,Sport,22m,,1,**,8246626188,http://www.thecrag.com/route/8246626188,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Valle di Rian Cornei - La Goletta,,,Very Good,2019-05-13T00:00:00Z,2024-06-28T17:18:15Z,
Golden Lady,Golden Lady,9916932951,http://www.thecrag.com/ascent/9916932951,Red point,6c,,Sport,Sport,20m,,11,***,16093975,http://www.thecrag.com/route/16093975,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Valle di Rian Cornei - Falesia del silenzio - Silenzio Basso,,,Classic,2018-12-16T00:00:00Z,2024-07-06T22:58:23Z,
Fonte di Silenzio,Fonte di Silenzio,9879534468,http://www.thecrag.com/ascent/9879534468,Onsight,6c+,,Sport,Sport,18m,,1,**,3945379782,http://www.thecrag.com/route/3945379782,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Valle di Rian Cornei - Falesia del silenzio - Silenzio Basso,,,Very Good,2018-12-16T00:00:00Z,2024-06-29T19:19:52Z,
Ciccia baliccia,Ciccia baliccia,9872388570,http://www.thecrag.com/ascent/9872388570,Red point,6b,,Sport,Sport,15m,,3,**,16094647,http://www.thecrag.com/route/16094647,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Valle di Rian Cornei - Falesia del silenzio - Silenzio Basso,,,Mega Classic,2018-12-16T00:00:00Z,2024-06-28T17:06:35Z,
La Montee aux Enfers,La montée aux enfers,9916937412,http://www.thecrag.com/ascent/9916937412,Red point,6b+,,Sport,Sport,25m,,1,***,15842179,http://www.thecrag.com/route/15842179,France,http://www.thecrag.com/area/11747155,Buoux,http://www.thecrag.com/area/12490303,Buoux - Scorpion,,,Mega Classic,2018-11-04T00:00:00Z,2024-07-06T22:59:55Z,
Maori,Maori,9880023003,http://www.thecrag.com/ascent/9880023003,Onsight,6b+,,Sport,Sport,12m,,1,*,3891523734,http://www.thecrag.com/route/3891523734,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Altipiano delle Mànie - Falesia della Gazzella,,,Very Good,2018-05-13T00:00:00Z,2024-06-29T20:19:53Z,
Banano,Banano,9872435322,http://www.thecrag.com/ascent/9872435322,Onsight,6b+,,Sport,Sport,13m,,1,**,3891523821,http://www.thecrag.com/route/3891523821,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Altipiano delle Mànie - Falesia della Gazzella,,,Very Good,2018-05-13T00:00:00Z,2024-06-28T17:14:05Z,
Topo Mix,Topo Mix,9872012868,http://www.thecrag.com/ascent/9872012868,Red point,6b+,,Sport,Sport,,,1,***,16150723,http://www.thecrag.com/route/16150723,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Monte Cucco - Placca del Polpaccio and Sahara Wall e Machetto,,,Mega Classic,2018-05-13T00:00:00Z,2024-06-28T16:00:29Z,
Datterino,Datterino,9872400780,http://www.thecrag.com/ascent/9872400780,Onsight,6b+,,Sport,Sport,13m,,1,**,3891523908,http://www.thecrag.com/route/3891523908,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Altipiano delle Mànie - Falesia della Gazzella,,,Very Good,2018-05-12T00:00:00Z,2024-06-28T17:08:47Z,
Il Conte di Montepisto,Il Conte di Montepisto,9914690025,http://www.thecrag.com/ascent/9914690025,Onsight,6a,,Sport,Sport,20m,,1,**,451465581,http://www.thecrag.com/route/451465581,Italy,http://www.thecrag.com/area/11747371,Muzzerone,http://www.thecrag.com/area/450998862,Muzzerone - Poveriera,,,Classic,2018-04-14T00:00:00Z,2024-07-06T13:40:23Z,
Quo vadis,Quo vadis,9879573588,http://www.thecrag.com/ascent/9879573588,Onsight,6b,,Sport,Sport,25m,,1,***,1804312545,http://www.thecrag.com/route/1804312545,Italy,http://www.thecrag.com/area/11747371,Muzzerone,http://www.thecrag.com/area/450998862,Muzzerone - Poveriera,,,Classic,2018-04-14T00:00:00Z,2024-06-29T19:26:55Z,
Guidato dai bardotti,Guidato dai bardotti,9879202299,http://www.thecrag.com/ascent/9879202299,Onsight,6b+,,Sport,Sport,30m,,1,***,1804338912,http://www.thecrag.com/route/1804338912,Italy,http://www.thecrag.com/area/11747371,Muzzerone,http://www.thecrag.com/area/450998862,Muzzerone - Poveriera,,,Classic,2018-04-14T00:00:00Z,2024-06-29T19:09:37Z,
La stufa,La stufa,9877130682,http://www.thecrag.com/ascent/9877130682,Onsight,5c,,Sport,Sport,25m,,1,**,1804310247,http://www.thecrag.com/route/1804310247,Italy,http://www.thecrag.com/area/11747371,Muzzerone,http://www.thecrag.com/area/450998862,Muzzerone - Poveriera,,,Very Good,2018-04-14T00:00:00Z,2024-06-29T16:17:32Z,
Voyage eclair,Voyage eclair L1,9914598372,http://www.thecrag.com/ascent/9914598372,Onsight,6b+,6b,Sport,Sport,,,1,***,1466885853,http://www.thecrag.com/route/1466885853,France,http://www.thecrag.com/area/11747155,Nice Area,http://www.thecrag.com/area/84865650,Nice Area - Peillon - Baus Roux,,1:[6b],Mega Classic,2018-03-31T00:00:00Z,2024-07-06T13:06:25Z,
Birdy,Birdy,9881716983,http://www.thecrag.com/ascent/9881716983,Onsight,6a+,,Sport,Sport,,,1,***,1466877540,http://www.thecrag.com/route/1466877540,France,http://www.thecrag.com/area/11747155,Nice Area,http://www.thecrag.com/area/84865650,Nice Area - Peillon - Baus Roux,,,Classic,2018-03-31T00:00:00Z,2024-06-30T04:31:16Z,
Pro cre action,Pro cré action,9880027413,http://www.thecrag.com/ascent/9880027413,Onsight,6a,,Sport,Sport,,,1,**,1466886168,http://www.thecrag.com/route/1466886168,France,http://www.thecrag.com/area/11747155,Nice Area,http://www.thecrag.com/area/84865650,Nice Area - Peillon - Baus Roux,,,Classic,2018-03-31T00:00:00Z,2024-06-29T20:20:34Z,
Mon amie le rose,Mon amie la rose,9879271413,http://www.thecrag.com/ascent/9879271413,Onsight,6a+,,Sport,Sport,,,1,***,1466877750,http://www.thecrag.com/route/1466877750,France,http://www.thecrag.com/area/11747155,Nice Area,http://www.thecrag.com/area/84865650,Nice Area - Peillon - Baus Roux,,,Mega Classic,2018-03-31T00:00:00Z,2024-06-29T19:11:33Z,
Passage a acte,Passage à l'acte,9876822309,http://www.thecrag.com/ascent/9876822309,Onsight,5c,,Sport,Sport,,,1,***,1466877960,http://www.thecrag.com/route/1466877960,France,http://www.thecrag.com/area/11747155,Nice Area,http://www.thecrag.com/area/84865650,Nice Area - Peillon - Baus Roux,,,Classic,2018-03-31T00:00:00Z,2024-06-29T15:33:58Z,
Lupo solitario,Lupo solitario,9914676450,http://www.thecrag.com/ascent/9914676450,Red point,6a+,,Sport,Sport,25m,,1,***,2128144218,http://www.thecrag.com/route/2128144218,Italy,http://www.thecrag.com/area/11747371,Val Varatella,http://www.thecrag.com/area/448330335,Val Varatella - Toirano - Belvedere,,,Mega Classic,2018-03-25T00:00:00Z,2024-07-06T13:36:56Z,
Petroutchka,Petrouchka,9879787506,http://www.thecrag.com/ascent/9879787506,Red point,6a,,Sport,Sport,35m,,1,***,513764811,http://www.thecrag.com/route/513764811,France,http://www.thecrag.com/area/11747155,Nice Area,http://www.thecrag.com/area/84865650,Nice Area - La Turbie - Peripherique Ouest,,,Mega Classic,2018-03-24T00:00:00Z,2024-06-29T19:40:45Z,
Les Gauchistes,Les Gauchistes,9879812571,http://www.thecrag.com/ascent/9879812571,Red point,6a/a+,,Sport,Sport,,,1,***,5685603777,http://www.thecrag.com/route/5685603777,France,http://www.thecrag.com/area/11747155,Nice Area,http://www.thecrag.com/area/84865650,Nice Area - La Turbie - La Loubière,,,Mega Classic,2018-03-17T00:00:00Z,2024-06-29T19:41:49Z,
